Freq1,Freq2,Freq3,Amp1,Amp2,Amp3,Gap1,Gap2,Label
43.457031,351.5625,164.550781,12570.025666,3806.188928,3296.87948,308.105469,-187.011719,Happy
13.671875,441.40625,83.496094,192.957292,165.076442,157.902924,427.734375,-357.910156,Happy
311.035156,389.160156,303.222656,88.620644,39.614593,5.048945,78.125,-85.9375,Happy
438.476562,419.921875,406.25,0.604494,0.038231,0.023666,-18.554688,-13.671875,Happy
458.984375,356.445312,57.128906,0.01283,0.003622,0.002674,-102.539062,-299.316406,Happy
310.058594,121.582031,428.710938,0.019889,0.011448,0.006122,-188.476562,307.128906,Happy
250,231.933594,363.769531,21946.849899,1127.773129,1120.388952,-18.066406,131.835938,Happy
369.628906,321.777344,418.457031,0.009205,0.001407,0.00121,-47.851562,96.679688,Happy
52.246094,375,493.164062,1314.681992,311.615426,298.405416,322.753906,118.164062,Happy
164.550781,208.984375,499.511719,0.011348,0.002381,0.00193,44.433594,290.527344,Happy
0.488281,299.316406,81.542969,0.044685,0.013022,0.003665,298.828125,-217.773438,Happy
470.703125,460.449219,481.445312,13130.177706,768.388144,388.718661,-10.253906,20.996094,Happy
480.46875,458.007812,440.429688,5.325102,0.511016,0.191409,-22.460938,-17.578125,Happy
113.769531,304.6875,250,295.913283,75.519609,56.24312,190.917969,-54.6875,Happy
125,347.65625,320.3125,8220.440642,956.247354,938.255423,222.65625,-27.34375,Sad
222.65625,207.03125,238.28125,112019.227093,1816.817301,1485.428335,-15.625,31.25,Sad
339.84375,308.59375,371.09375,15.835217,0.822085,0.815268,-31.25,62.5,Sad
293.945312,499.023438,252.929688,6.782639,1.625133,0.371043,205.078125,-246.09375,Stressed
474.609375,125.976562,334.960938,331.221951,276.059413,159.310944,-348.632812,208.984375,Stressed
91.796875,107.421875,119.140625,104.863427,6.756752,3.0885,15.625,11.71875,Stressed
420.898438,414.0625,427.734375,917.864755,44.205576,42.02544,-6.835938,13.671875,Stressed
246.09375,257.8125,233.398438,132477.872553,6255.85385,6199.672954,11.71875,-24.414062,Stressed
428.710938,412.109375,444.335938,4.016879,0.234427,0.158921,-16.601562,32.226562,Stressed
345.703125,499.023438,426.757812,0.00601,0.002887,0.002135,153.320312,-72.265625,Stressed
341.796875,304.6875,379.882812,64.765296,3.552762,2.714844,-37.109375,75.195312,Stressed
61.523438,0.976562,221.679688,0.001944,0.001583,0.000789,-60.546875,220.703125,Stressed
31.25,40.039062,22.460938,1529.172415,96.745884,70.572601,8.789062,-17.578125,Stressed
181.640625,189.453125,173.828125,15728.927965,738.903984,701.616386,7.8125,-15.625,Stressed
240.234375,244.140625,236.328125,328372.056018,15158.608239,13761.613186,3.90625,-7.8125,Stressed
499.023438,267.578125,86.914062,0.012632,0.001339,0.000639,-231.445312,-180.664062,Stressed
62.5,76.171875,47.851562,32.032765,1.862862,1.069454,13.671875,-28.320312,Stressed
443.359375,283.203125,63.476562,0.005181,0.003813,0.002008,-160.15625,-219.726562,Stressed
206.054688,167.96875,243.164062,0.052211,0.020889,0.015985,-38.085938,75.195312,Stressed
339.84375,469.726562,425.78125,0.249504,0.159447,0.091297,129.882812,-43.945312,Stressed
139.648438,201.171875,422.851562,140.568464,47.716833,25.92483,61.523438,221.679688,Stressed
134.765625,412.109375,215.820312,50.593016,6.414867,4.694855,277.34375,-196.289062,Stressed
286.132812,465.820312,209.960938,0.284385,0.067822,0.038531,179.6875,-255.859375,Stressed
351.5625,27.34375,389.648438,2173.74187,2136.210685,1635.745985,-324.21875,362.304688,Stressed
